order_id,customer_id,product_id,order_date,quantity,unit_price,status,discount_pct
986f41e7-6242-4420-8cfb-a4db0cdc67b5,35d70dc0-dfc7-4437-af1f-9d9b0c733f63,5b586ab8-d379-4fb8-aafe-173cb6f6db96,2023-08-10,18,212.3,shipped,4.72
f54389af-b9e1-46de-975d-170d6c551f58,a46b8072-5c54-4a14-83b2-23a5e659e27e,b01022da-2209-4d35-8194-a1facdcc98b1,2024-07-31,8,661.44,cancelled,24.34
20620892-1445-4fc3-9c1b-99d83e1c4f89,6fb0fbfc-ebef-408a-a710-023154adbf9d,a132178b-7d7a-4e43-8268-8a0d2411e00e,2022-09-13,44,479.33,shipped,17.72
13fbf847-06b1-4d11-9191-f2574cb4b524,68f79030-4c95-46c7-a9fe-1672e8d025dc,ff70f963-fd30-4f27-b218-ae02bfcf82db,2020-02-15,16,44.09,shipped,4.04
2b29f7a5-f188-4763-860d-ba8871c8c860,567d02ac-c1ee-414b-97f8-d58fa36b02bb,1c7304f3-776a-42a9-b120-1122478130bf,2024-12-29,37,147.71,shipped,7.75
86176eb5-31bc-4779-9239-ada78f9e3cb6,70dddff5-3f33-43c6-9ad4-4d84e6433f2b,74faccba-5b84-4fc2-a609-39aa389233a6,2022-04-10,39,969.26,pending,26.36
98970a72-5208-4220-9ecb-69909c3bfda5,819d58ef-1f20-4b23-8aa9-60091883169c,616e3c25-8191-4c88-8bc0-e250880be05a,2024-08-09,19,947.3,shipped,13.48
4e0f9a87-4261-4074-b4ee-32e9b2215281,567c7590-71b5-4922-b0b1-a598b0c6fe04,620f17e6-9641-4934-aaaf-5e2b00c7d254,2020-12-15,15,830.52,shipped,23.84
a5dfcea4-39f1-436e-b5f3-f5ddd5c95e37,7b6b2223-dc7b-450f-b816-37dddc29f531,7b5c1028-3710-4599-998e-d5edb5e4b069,2021-01-07,40,659.98,delivered,5.03
023cb35e-9089-4486-a406-981c2aaea576,91c07170-40f6-403d-aec9-6c588b766445,7d2d704d-95f4-4c57-9959-e1d3e39e1ad2,2022-07-17,39,591.0,shipped,11.35
dbdca27a-f34c-4c3c-b585-97f6af1a5534,f0055ed2-ebc1-4f70-b711-43597c589252,1f1ed65d-392e-4db3-95cc-2466611e0d25,2020-02-03,13,523.18,cancelled,24.8
6b6e850b-e20b-412a-b9e9-90624c5a887b,19b80297-ab38-4acf-ae55-f0398688fb39,9d890d59-f9d2-449e-87e1-646e82c5a403,2020-12-29,31,901.7,pending,26.33
40e90661-3634-4e66-9045-34438160f60a,f3922bbe-c285-4114-b9f2-0fd21c557b60,332371e0-fc2a-4b2f-8a4f-1951bafd2b76,2024-03-20,8,94.09,shipped,27.06
87d706b8-af17-4ff3-85a0-50c5ad68396a,156991a7-8890-4b29-9e58-12d9553416e6,1c48b4d3-c845-45fb-ac51-b16e82bf58dc,2024-05-05,44,649.57,cancelled,11.11
f6c59248-4ca0-4533-a59f-69d0b61c8077,17e22326-d4de-4092-a147-4213c41f08b5,f787ad81-0e54-42c2-a6de-5a3eab8428c7,2022-12-21,28,230.25,cancelled,23.69
4a2fc1d7-a746-4a74-b400-6c60a20263b3,f78f19d8-b2f9-44b2-ae3c-c0680101f1ce,ae4c6571-5283-4326-8b75-3906be196f87,2023-04-21,48,907.94,pending,12.76
125f9950-b99b-491a-93bc-e9d4e39922cc,7f362a13-a24a-4bab-ae09-b5de8de8a29e,85665d7b-50d0-47d9-9aa9-62600bfe9224,2024-04-17,15,910.17,pending,8.5
5a86c36e-bb3c-4dd8-a53f-4b5d305b589e,1160288d-11c7-4b9e-83db-fadf7c6d1fea,e486c349-508f-4296-b7bc-57b32a3ffa1b,2022-04-16,17,189.82,pending,17.34
03918abc-8abe-4302-82f4-7509dace946a,7e94aac2-87f3-4eb6-9ab1-ea098d832da0,b41a2605-64d9-4cc5-9710-cf2ca727c934,2020-01-15,25,654.88,delivered,12.27
494ec42a-8645-4903-a787-18b2b6e87830,5cf97c80-b5da-4396-b122-b4a3c4c8b37a,21c001b2-fee3-4dfc-ac8f-90cb4ee63362,2022-05-22,42,585.77,delivered,25.65
817267ee-0a45-433b-b05e-3f8fed3d58a5,994a0496-fa33-4359-a335-964bcc168732,5d3e39a3-d1ab-4fd5-bd99-64ecf8fadace,2022-01-18,40,276.27,cancelled,22.65
c723c1b4-172f-4771-ad9c-40fe4291543b,b8aaeede-a275-4307-aa36-030f00ac6e42,91679af7-a921-4d30-ac17-78a886f153ab,2024-05-24,36,482.98,delivered,16.77
f725b83d-bc5a-4d27-b44e-1d1d3d3e34e8,8144725b-c7b3-4ffa-be59-c381b22876a3,b1e95f6d-769e-408c-a3c0-44b988232bb1,2021-09-20,37,345.0,cancelled,22.07
96d228a8-8944-4274-ac63-558a1e27503a,49e9e426-4c45-4223-9a49-a9a704df346d,7c77a82d-6b76-45a6-9f9f-f2b5c4aaef91,2020-08-31,48,230.53,shipped,3.01
a52a8e85-e5be-4766-92d6-2658325a2fb2,fc068d89-7b4d-45fd-a85f-da16cb814d45,547ac5c0-de31-46d4-a67c-6002c375fc49,2024-05-28,22,801.04,pending,4.82
b7dc3e10-294d-46d2-9a48-a39ddc38dce4,f1f7d447-9b7b-4945-96ff-33e08286e971,bb206b0c-e139-4b71-926a-7445dcdd7b80,2020-01-11,6,823.42,cancelled,27.78
34960c20-a9e7-4db7-b2d9-b3e47136adcb,62ff633d-79c5-4ba6-a45a-84881b0039cb,b0ce5fcc-848c-423e-8e4e-26ebfaec7386,2020-05-11,17,222.54,pending,18.27
398e8921-4f7e-45cf-bd57-dcf479fb6699,8499934f-0502-4d0a-83db-ca9bc5eb9982,911943f6-2f5b-4a6b-b1a0-1606a5dbdcd7,2022-03-31,40,656.51,delivered,21.35
ddb91986-6d03-4a9f-970a-13d2a1cda821,3878b8d3-1b5f-40bd-91f7-7752c8c65cf3,650b787d-7655-449d-9c2b-428ba9c3c1ea,2024-05-03,12,640.64,cancelled,0.32
1e4e5b01-b378-496f-84ad-31f3013303fd,edee9d43-73ac-4f92-8f8f-19acea653d62,7c77a82d-6b76-45a6-9f9f-f2b5c4aaef91,2024-07-04,34,286.71,pending,23.52
39e7aa99-abf8-4a01-a3d6-ebbbb7549962,a54a4ab5-8f2c-4235-9c11-ce7cff583c38,74faccba-5b84-4fc2-a609-39aa389233a6,2023-12-01,15,615.56,pending,10.79
8c84b828-dd5f-4f7a-924c-db813ca8c00b,78431d48-79b0-4c6c-982b-cd80d9531065,1c48b4d3-c845-45fb-ac51-b16e82bf58dc,2020-11-18,6,996.81,cancelled,10.59
59f9f30b-5100-4410-ac77-4ae92f102884,30c7449e-78bd-4509-89c1-366c94962f3b,8a281d87-26a8-4f60-810d-c7a1d4ca3eb6,2023-04-15,13,518.21,pending,27.58
2a308123-21dd-49d2-a1fc-1e8deef83fc4,53682724-a35a-46ac-a5f2-27e2eb86357b,6d8f1748-4a3c-4192-bca5-b9f0c490c4e3,2024-01-27,36,915.08,delivered,10.42
fdda5342-4fc2-427a-9478-b070f1515b8a,238479d2-dc57-41ac-95a9-72e1d832e72f,f8b62f31-109a-4af2-a3d7-5284add9633c,2021-04-08,39,963.08,cancelled,27.89
6fa4ce5d-e888-482a-87dc-f914c6efa17f,c805b566-a05a-46a2-941d-ab1fde23e0a1,698ba555-11ca-499c-b336-5a0c8b3ad0b4,2021-06-18,12,407.72,pending,16.76
2d150903-f603-4989-a3e1-d36e5aac1515,eb1d6d01-11b2-4d43-adf5-dcffda85b420,b5676bc4-a3ff-43d4-ab71-70973eceee83,2021-11-27,8,803.13,delivered,26.28
3dff66f9-510f-4eb8-9328-d61859035bee,f02c42df-4765-44a1-aaf0-c9d593b0b989,0987984c-0c71-4c82-ac8c-c98f2ccc5862,2021-05-27,45,443.32,cancelled,16.9
7f1523a5-2f73-4281-9fcf-c9ab98baceb5,71b2be80-ddc3-4e49-b20c-b06b0dcebff0,287576a9-1c54-4dd0-8900-3209fcaba6eb,2024-03-31,22,961.27,cancelled,20.45
c144525d-9c6f-416b-ab9a-92e651940bb6,c44a1507-4d7b-466e-9392-474f7de86498,7ef8c73a-aff9-4ad3-9ab6-bece39c34450,2024-10-31,2,482.48,delivered,2.03
c466f264-f5ba-472f-a706-5e40a7f2cda6,31a9a42e-8f3c-4743-9212-e99e627ed24d,0bd3e8bb-4484-4ecf-b7f0-139c3b8346c5,2023-10-18,45,230.69,delivered,12.37
203dca31-3b73-425f-8adb-98169b3e37e0,139fbb2a-ee7e-43c8-a3ed-ddeef2f83df5,74faccba-5b84-4fc2-a609-39aa389233a6,2023-01-02,1,701.11,delivered,7.45
c2e016ec-bdd2-4a88-a05a-500fa65495e6,c1fc432e-b548-42f8-857a-cb03c29ac413,547ac5c0-de31-46d4-a67c-6002c375fc49,2023-10-11,48,821.24,pending,16.64
47d82e92-a587-46c4-9dac-06a9cf400182,170d96d2-f1c3-4181-8647-b8c60621cb9d,a24261cd-03e5-4ccc-a295-293afe4dab37,2021-10-04,23,219.34,delivered,5.48
6fbd42e6-3851-448d-a43f-facea6ea77d3,d3bdadc2-3ca3-44a5-8b9c-c7ff41216c6f,046e0fe1-ea87-4fec-b538-294e67d98d8b,2021-01-24,32,737.37,shipped,22.06
32ae94e0-5517-4f0d-9605-e09e29e07cee,c6ab7615-fb27-4423-bfb4-69928d8bb3f1,d59bad3a-63d0-49a1-bc6f-95d5f3318e02,2021-02-27,15,203.55,shipped,25.09
afe66912-7958-442f-8f57-ba46691a3e16,561ed658-7484-4e44-b028-f687afa0fbed,21c001b2-fee3-4dfc-ac8f-90cb4ee63362,2024-05-14,7,120.75,pending,20.27
405f5ad1-439b-48ca-8710-4d7a6cdfa91f,d160e333-fd97-4e0c-8631-659b091a5f38,ffb90229-4358-4207-8dc5-ba36678e2d5e,2023-06-11,1,764.47,pending,25.44
01a6412a-c596-4075-86af-7a3bf69ef3d8,177b8c94-9243-4560-a9e7-16b17408af4e,821d0f2e-be01-4f57-9bc5-d8de6dd73856,2021-10-07,32,898.21,delivered,14.72
2604e6a8-094a-452f-b175-e007faab1e34,a27c377c-8be7-406f-91a0-2c6d4e1bb58d,6dba132c-a557-437d-abb7-ed964ed290d1,2021-07-27,26,222.86,shipped,1.62
a5a6d208-aa9e-47f7-b84a-b1f0de1bce6b,d29c9871-ba81-4cde-a9f8-3a48f16fae61,8011f835-dfe3-444b-9ec7-9d88e6dcee47,2022-09-06,35,33.52,delivered,11.81
6b73751f-000d-4115-a11a-f7dff419033f,91c07170-40f6-403d-aec9-6c588b766445,872233a3-6570-444e-9070-cdb3bfaea271,2020-12-23,30,976.52,cancelled,9.47
e460db74-b1a1-4af2-93c6-994dfd8c5ba9,c90ee966-086e-4e7a-8fe3-97e58566bcab,2c1df8f9-31aa-4ff3-b2b4-97f7c88c5b22,2023-10-12,14,380.04,pending,9.76
d61d34ff-4704-493c-8d96-9e01f43ddf36,3008e0af-2b61-44e5-a062-69971bc9846d,7b42d50d-537f-4b08-b637-3ab465c75c13,2021-01-18,36,263.58,delivered,14.14
e35c875d-aded-48d3-8042-47430bf8ecdc,3008e0af-2b61-44e5-a062-69971bc9846d,7d2d704d-95f4-4c57-9959-e1d3e39e1ad2,2022-01-19,12,499.26,shipped,12.57
49167c08-0038-4df4-94ee-5b0c46f5143d,12d12953-6b6a-4e59-ad08-bfc6d8f33b86,bb742899-56f9-4249-8e13-66e0b8a105a9,2022-01-17,26,280.34,shipped,17.14
cb27ffe8-4609-4fd6-b58e-e65e22e56ebb,ca2681c5-3b53-4f4c-8fc9-86c3112e75b1,763e9dad-4327-4303-aa3e-760e7c9716bd,2021-04-13,7,721.08,shipped,16.66
78c215be-f00e-429b-a9f2-989da3f1e55c,3456c36b-7679-461c-927c-2cc55ede4285,7372221d-9a7f-44bf-94bf-556cb65ed630,2021-02-05,10,800.23,shipped,14.19
560771df-ea70-44b9-86a7-9e5bcb511550,d9b762de-aab1-42bd-9ba2-6ccfeeac477a,3ba7b25b-61c5-4ad1-99b5-8755cc2ca4ae,2022-05-13,32,135.33,delivered,23.56
2f9a2738-dbde-4650-98e1-deb7e7944754,10341788-9764-4cb0-9364-4718f4680301,b1e95f6d-769e-408c-a3c0-44b988232bb1,2023-02-25,37,48.65,pending,20.72
974f2996-3f0b-424d-bc26-f81636991b9e,ff4cfbac-ce4e-4d63-9f82-947804d34b9f,13bcdaef-cfdd-4b2c-9447-80d6db1bb032,2024-07-24,17,477.05,pending,13.5
48aac68b-1daf-49e3-9895-25c7b97c702c,262e3e17-8d3a-4a7e-a42c-c5e785c42f10,7b42d50d-537f-4b08-b637-3ab465c75c13,2022-01-09,24,560.78,delivered,10.32
39758178-1dd4-4e54-94b8-549f75412980,e5ceacbf-b608-4e1f-af38-67996c6c5c43,74ff2b74-4bb4-422e-95ca-42db38fb8119,2021-12-20,44,963.14,shipped,17.31
c9746da6-fea5-48c0-94f2-15db7b72f42f,75eac44c-0459-43ac-bf4d-09d4257b7e90,66cce871-a94f-4ba8-881b-a2001bb22db9,2023-01-07,12,979.38,delivered,10.65
d29dc5ba-16d4-4da6-a3e1-3a2f7cba2740,2e07b917-6fb7-4008-bf27-6e4cc6aff626,6dba132c-a557-437d-abb7-ed964ed290d1,2022-09-25,50,736.78,pending,11.43
40cc2ad0-c195-4d0d-8b33-00f3ec1d8e68,6bdb6397-1758-4988-9e2d-5a67bac7dd4f,219042b8-96be-4542-a607-1545533e07b4,2023-07-17,10,868.38,delivered,12.65
7011a2b0-8424-416e-b632-94d942c04ca5,3008e0af-2b61-44e5-a062-69971bc9846d,db682a38-7111-4bbd-89be-5e5a3be1a5bc,2022-04-08,5,80.02,delivered,6.85
eb293ea2-63d1-4d3d-8ba7-15e1418325dd,cc077054-bb54-4eca-830f-903173690df8,93406e60-4770-47c5-88f0-7322124ed628,2021-08-19,46,268.19,cancelled,8.14
a3b6dffb-3523-41bc-b6d0-5ebd0d41201a,1fd5a382-b6d9-4ce4-9671-26046a4c5079,a5d76c4f-77ba-4426-8909-25ac8018dde9,2024-11-02,24,748.14,cancelled,12.42
38fa5181-fa43-4d10-a3e0-9a0b3c6d3ce2,8ec1f0bd-acaa-4d56-a2e8-3be4c031bf60,d8d73189-0440-40da-acfa-825892a0d74b,2020-09-13,47,235.38,delivered,28.21
b407c90f-9c5b-4c7d-9cda-7c3c8837e52f,c000f1f1-871f-4445-a3fa-a5cd411da174,a1bb030b-b6d7-4b46-bc6f-57979b26b16a,2020-06-12,14,167.73,pending,2.87
8e352bee-6ac0-416c-b571-7c7054130be6,ed5f355d-450e-4467-ab01-927d062fe2a6,a24261cd-03e5-4ccc-a295-293afe4dab37,2023-01-28,4,27.33,cancelled,15.72
27028dd9-6efa-40e7-b005-91e245b5e3e5,5c40508e-e151-4901-ab16-55fb4bb4288d,c8c90275-1258-4262-b772-0a1c042dde77,2021-06-21,40,156.11,cancelled,9.28
2ae50dc4-93df-4e16-a295-8b99c183ad6f,3c8e998b-4db3-4b68-b59a-90d192ff80b8,f9bf94b9-8a58-43ae-b323-e76ced883168,2021-08-04,29,626.84,shipped,15.8
c941af51-0a5f-4ae7-ba5f-b4f53ab216e8,b20cbc1e-bd6d-45dc-a74f-f4778ec436cc,8cee2012-a7f5-420b-b657-4ece0d2c5d65,2020-03-12,43,357.47,delivered,25.93
828b0a22-0428-4da4-b55f-316dab83a9f3,63152caf-0a19-4d08-b6be-9f58e5239fbc,01dd5313-2818-46ef-a4ee-5a7747099ee6,2021-07-11,36,445.39,shipped,17.72
5701c52e-a34f-41fe-8a64-32283028b34b,6ac12670-4181-42d8-b753-17f182cc05d5,76fce74e-d0fc-4930-a8e4-43c737a327c8,2024-03-13,41,877.41,cancelled,15.7
14a74de6-8bbb-45fa-8b1e-46d710443c3c,2c9b0721-9ad4-4c09-b893-badfec0013d7,6af976d9-ee28-4ec8-acbb-2ff8d80e62bd,2021-09-26,23,482.16,shipped,24.14
ef8f49da-39ff-469c-b6f6-67af1ddd5f8a,11d6e7be-1be4-492e-864d-19fc71b84e53,a7a382c7-c306-4a63-9a0a-a6183450b2f3,2022-01-19,27,260.54,delivered,0.32
05ecb6dd-4c14-47dd-9fe6-784a40b25788,acdc9652-5103-4c12-9961-00c5ba82f345,d538801f-e8f2-451c-b23d-7c05d7a0d1c1,2024-10-02,9,344.53,cancelled,16.05
9cd2335a-27a7-4521-9480-21af95582f89,ffa5e02b-f76c-4f8e-879d-fd1a9e6fff54,f09f4916-35a8-493f-a54e-a2eedc381759,2024-03-27,31,300.3,cancelled,23.94
019c0d52-ab71-4c30-a2b1-f2bf4270dbcc,3878b8d3-1b5f-40bd-91f7-7752c8c65cf3,1e0ea8e0-54d1-43b9-a152-99f883864026,2024-06-19,1,548.65,shipped,12.35
ed11fd9e-a5f2-4493-9c8e-6bc342aace91,3e255cfa-07a1-4c86-80f9-360a80973381,be6e8db1-f968-4968-8f00-06db1e84879f,2022-03-19,16,164.1,cancelled,24.85
0fa18a6d-a750-48ff-b0e7-708fbf6798d1,4ab073f0-5d1c-4c9a-a657-dc17cdf30f37,d59bad3a-63d0-49a1-bc6f-95d5f3318e02,2020-06-11,28,625.69,delivered,8.54
7d8754e9-e663-4bd6-bffd-dec38f08c8ba,1cd83a2d-8623-41d1-9312-ece29c141e79,6af976d9-ee28-4ec8-acbb-2ff8d80e62bd,2024-07-14,18,413.48,pending,5.47
11d357fe-af63-4fba-8372-a5312f664595,7bbca472-4180-49ac-88e4-362da0b916db,b1ba76c6-2b25-4449-b5fd-90ecad674ea1,2023-07-28,30,618.1,delivered,21.01
fb4a19a2-8d31-436f-b4ef-bc9617be0ae9,2f1e0689-c37c-4c40-9b12-c16ff4732a51,5306ec83-f0d8-4970-a141-df5bfa04bf8e,2021-10-18,2,152.99,pending,5.58
87e6286e-21fa-4989-8e88-4b33a20a5d84,801d4e0b-051e-4af6-bcc6-05a493dc4c42,6d8f1748-4a3c-4192-bca5-b9f0c490c4e3,2021-07-05,9,715.47,pending,6.98
68de4cd2-ba4e-4ef5-bd5a-b5a07ca6b17d,eae6f73a-3b12-47fd-a780-29d5796c692d,2c1df8f9-31aa-4ff3-b2b4-97f7c88c5b22,2022-10-07,14,342.56,delivered,23.57
e026dfad-1ded-4c23-b307-30bec62dab90,3c48b4d5-3a86-4e8d-aefd-42b0ebad185b,bb742899-56f9-4249-8e13-66e0b8a105a9,2022-08-07,45,791.62,delivered,2.41
0bd853e3-a5a6-49ec-8fb5-866bafb69095,14aeb798-befd-4290-8123-7219404926b9,65ceaa04-6c3b-44bf-ba23-fbd4d2044938,2020-04-24,18,775.87,pending,16.3
d62f7f84-aeee-4cae-89e2-89d5c92312f1,3d54ea08-b1fc-4c61-acc8-98ba7b7d6b23,21c5ab6e-ec64-48b1-9680-8b0a60b68713,2024-09-19,17,817.42,pending,3.66
5d4526c6-ed6d-48e8-8eb5-94c60e60a96c,23ac167d-a3c8-4551-a122-f8bdd2790377,da0f606d-da86-47e3-b35e-3744ac887d8c,2021-05-24,25,771.44,cancelled,7.41
3d9a2742-0a5b-43e3-8c7f-b961017b169c,800ab135-352f-4e7a-bda9-a3b8f32fbe41,ae16e888-f55e-4cad-9dd0-4c93fe23aa1a,2022-08-01,48,771.21,shipped,14.18
7e559b32-eeb4-44c1-ae06-325545b9e733,0c48a199-b74f-42e8-b06f-57b96b726984,aae2fbb9-cf3f-4553-9026-21a74da45be5,2021-10-23,11,629.53,pending,22.34
fa68c8a3-128c-41d7-80d4-6371db585cfb,53682724-a35a-46ac-a5f2-27e2eb86357b,b41a2605-64d9-4cc5-9710-cf2ca727c934,2020-09-07,17,481.74,delivered,5.96
522503d1-28aa-40cc-a259-2b159c5b9bf3,cba1ac39-ec44-4eeb-919f-346fd926fabd,5a22fc61-ca54-49b9-89b1-f427e92cb695,2024-11-03,43,218.56,pending,7.08
6109ce32-2208-43b8-a078-65044c8cb043,8b75b9fd-1954-4795-bd93-583cc55ac72f,498b730c-ad8b-49b5-b3c2-107717fae174,2020-01-31,11,794.59,pending,11.87
f0457c60-fdc4-469f-8995-c97c62b2736b,a757deed-8a4f-4589-9622-99340ba32279,7d10d52c-a763-4b35-9a74-50079216e50c,2020-03-27,38,783.68,cancelled,20.65
448b856b-2fa6-4554-9c2f-aa9bdd65c846,b7c47fbe-f44c-4970-9e37-ff3eb338ade1,bb742899-56f9-4249-8e13-66e0b8a105a9,2024-04-27,6,249.46,cancelled,2.74
3fbc9ac3-43b6-4981-894b-185e5572708c,19c97779-a29a-433a-8f03-0992c3b66809,e05e8501-f1cc-4df2-bb81-b06574e36f85,2024-04-04,41,60.98,delivered,19.34
310495a4-da69-4ccb-aa0e-059ce7dc5cb8,0f09e21e-4206-4a67-af2e-689cdbe5c03c,eb3254b0-da9f-43fc-b5f8-e23bc0cca2dc,2024-06-08,7,126.69,shipped,9.5
3c119ee6-27b5-4d26-8c33-8a3e52964030,9588a951-e96a-4435-a886-0d566a821f99,019c33f2-1a37-4390-8cd1-94e7c886d0fa,2024-03-29,23,805.71,cancelled,22.0
05f95463-6b73-48ec-9674-cac7f2dce1b3,3da47802-76ed-4888-9e8f-a1964655eeba,ab962a89-9404-45ff-8eaf-077323057fce,2022-02-12,23,724.66,delivered,26.96
d71c2b99-ce51-4e8e-923e-ce31bf51d635,af908f4e-c3b7-424f-bc62-6a5712700744,b23d6995-1439-4cf7-ae70-a6ca80c14b44,2022-06-15,36,295.41,cancelled,5.69
95b82036-cf4d-4721-aab4-67aa967c2f10,e573c846-d40f-43bb-8841-b6cdb6dca264,e486c349-508f-4296-b7bc-57b32a3ffa1b,2021-12-13,21,732.66,delivered,26.03
